Key,File,Type,UsedInMainMenu,NoTranslate,english
interloperReceiverBlockDesc,blocks,block,,,"Signal Receiver(SR) that gets paired with a Signal Capture and Transmitter(SCT) device.\nIn the default configuration, the SCT device uses sounds and radio scanners to listen for specific patterns or sound combinations. When a match is found it will transmit the results to the SR. The SCT uses mutiple scan types including local voice and short wave radio."
interloperTransmitterBlock,blocks,block,,,Signal Capture and Transmitter (SCT)
interloperTransmitterBlockDesc,blocks,block,,,"Signal Capture and Transmitter(SCT) that gets paired with a Signal Receiver(SR) device.\nIn the default configuration, the SCT device uses sounds and radio scanners to listen for specific patterns or sound combinations. When a match is found it will transmit the results to the SR. The SCT uses mutiple scan types including local voice and short wave radio."
cntPoliceCar01BuriedDesc,blocks,block,,,Missing Patrol Car
cntPoliceCar01Buried,blocks,block,,,Missing Patrol Car
cntPoliceCar01AlarmLockedBuried,blocks,block,,,Locked Missing Patrol Car
cntPoliceCar01AlarmUnlockedBuried,blocks,block,,,Unlocked Missing Patrol Car
quest_buriedPatrolCarComplete,Quest,Quest Info,,,Patrol Car Unlocked
bookEnforcerIntimidation,items,perk book,,,Magnum Enforcer Vol 4
perkEnforcerIntimidationDesc,progression,perk book,,,Looting with any .44 weapon drawn gives you a +7 base lootstage boost.
perkEnforcerIntimidationLongDesc,progression,perk book,,,Intimidation: Tired of getting shitty loot? Time to show the loot 
coffinClockBroken,items,Item,,,Broken Clock
coffinWoodSpikes,items,Item,,,Shattered Defences
playerExplosiveBarrel,blocks,Block,,,High Explosive Barrel - Kills Zombies
playerExplosiveBarrelDesc,blocks,Block,,,A well positioned barrel can cause chaos.\nEntity Damage 1800\nBlast Radius 7\nBlock Damage 20\nBlock Damage Radius 4.\nHarvest (e.g. with a pickaxe) for pickup after placement. 
playerExplosiveBarrelSchematic,items,Traps,,,High Explosive Barrel Schematic
playerExplosiveBarrelSchematicDesc,items,Traps,,,Learn the High Explosive Barrel Recipe
thrownTimedChargeDesc,items,Gun,,,"A shaped charge designed for delicate work like blowing off a safe lock, a door, or a zombie's head. Automatically detonates after 5 seconds. Want to bring the house down? Try some dynamite instead.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]\n\nUsed as Impact Trigger in High Explosive Barrels"
modMeleeStunBatonRepulsorDesc,item_modifiers,Mod,,,Install this mod into a stun baton and send zombies flying on the charged hit.\nIngredient for the CrowdControl Mod recipe.
modGunMeleeRadRemoverDesc,item_modifiers,mod,,,Will disable the regeneration ability of radiated zombies for 90 seconds.\nIngredient in the CrowdControl Mod recipe.

apparelCigarDesc,items,Clothes,,,Look intimidating and get a better deal from traders. Boosts strength and adds block damage!
perkUrbanCombatCigarLongDesc,progression,perk  book,,,"Cigars: Cigars boost your strength and increase your block damage. Learn to craft cigars."
mmGoMaxZombies,,,Main Menu Game Options,KgNone,Max Zombies Alive
goMaxZombies,,UI,Menu,KgNone,Max Zombies Alive
goMaxZombiesDesc,,UI,Menu,KgNone,Maximum amount of zombies that can spawn in the world.
goZombies,,UI,Menu,New,{0} Zombies
mmGoMaxAnimals,,,Main Menu Game Options,KgNone,Max Animals Alive
goMaxAnimals,,UI,Menu,KgNone,Max Animals Alive
goMaxAnimalsDesc,,UI,Menu,KgNone,Maximum amount of animals that can spawn in the world.
goAnimals,,UI,Menu,New,{0} Animals
mmGoLandClaimCount,,,Main Menu Game Options,KgNone,Land Claim Amount
goLandClaimCount,,UI,Menu,KgNone,Claim Amount
goLandClaimCountDesc,,UI,Menu,KgNone,The amount of land claim blocks a player can have active.
goLandClaimCountValue,,UI,Menu,KgNone,{0} block
goLandClaimCountValues,,UI,Menu,KgNone,{0} blocks	
goLandClaimCountDesc,,UI,Menu,KgNone,The amount of land claim blocks a player can have active.
gunPartsGroupDesc,items,Gun,,,"Scrap advanced armor, tools and weapons to acquire these items. Use them to craft new items. \nSelect: Recipes->Iron to scrap"
gyrocopterWreck,blocks,block,,,Crashed Gyrocopter
gyrocopterWreckChassis,blocks,block,,,Crashed Gyrocopter
gyrocopterWreckAccessories,blocks,block,,,Broken Gyrocopter - destroy for Parts


buffDebug1,buffs,Buff,,,Skill Perk Level
buffDebug2,buffs,Buff,,,Biome modifier
buffDebug3,buffs,Buff,,,Biome Bonus
